Jahr,Typ,Elektrizitätserzeugung (brutto),Elektrizitätserzeugung (netto)
2024,Raffineriegas,0.0,0.0
2024,Rohbraunkohlen,76810775.0,71076760.0
2024,Solarthermie,0.0,0.0
2024,Sonstige Braunkohlen,0.0,0.0
2024,Sonstige Energieträger,0.0,0.0
2024,Sonstige Mineralölprodukte,0.0,0.0
2024,Sonstige Steinkohlen,0.0,0.0
2024,Sonstige erneuerbare Energien,0.0,0.0
2024,Sonstige hergestellte Gase,0.0,0.0
2024,Speicherwasser,938734.0,931103.0
2024,Staub- und Trockenkohle,0.0,0.0
2024,Steinkohlen,26258110.0,23760338.0
2024,Steinkohlenbriketts,0.0,0.0
2024,Steinkohlenkoks,0.0,0.0
2024,Strom (Elektrokessel),0.0,0.0
2024,Wasserstoff,0.0,0.0
2024,Windkraft,0.0,0.0
2024,Wirbelschichtkohle,0.0,0.0
2024,Wärme,463821.0,449225.0
2024,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
2025,"Abfall (Hausmüll, Industrie)",0.0,0.0
2025,"Abfall (Hausmüll, Siedlungsabfälle)",811525.0,620716.0
2025,Abfall (Industrie),37817.0,29764.0
2025,Andere Speicher,0.0,0.0
2025,Biogas,229476.0,221529.0
2025,Biomethan (Bioerdgas),111564.0,109740.0
2025,Braunkohlenbriketts,0.0,0.0
2025,Braunkohlenkoks,0.0,0.0
2025,Deponiegas,4961.0,4697.0
2025,Dieselkraftstoff,0.0,0.0
2025,"Erdgas, Erdölgas",7429442.0,7232448.0
2025,Feste biogene Stoffe,418090.0,373261.0
2025,Flüssige biogene Stoffe,0.0,0.0
2025,Flüssiggas,0.0,0.0
2025,Geothermie,0.0,0.0
2025,Grubengas,51975.0,51475.0
2025,Hartbraunkohlen,0.0,0.0
2025,"Heizöl, leicht",60746.0,55941.0
2025,"Heizöl, schwer",20429.0,18432.0
2025,Hochofengas,0.0,0.0
2025,Insgesamt,21892536.0,20557623.0
2025,Kernenergie,0.0,0.0
2025,Klärgas,834.0,808.0
2025,Klärschlamm,18986.0,15995.0
2025,Kohlenwertstoffe aus Steinkohle,0.0,0.0
2025,Kokereigas,0.0,0.0
2025,Laufwasser,1305168.0,1292421.0
2025,Petrolkoks,0.0,0.0
2025,Photovoltaik,0.0,0.0
2025,Pumpspeicher mit natürlichem Zufluss,77464.0,77464.0
2025,Pumpspeicher ohne natürlichen Zufluss,0.0,0.0
2025,Pumpspeicherwasser,0.0,0.0
2025,Raffineriegas,0.0,0.0
2025,Rohbraunkohlen,7361170.0,6857684.0
2025,Solarthermie,0.0,0.0
2025,Sonstige Braunkohlen,0.0,0.0
2025,Sonstige Energieträger,0.0,0.0
2025,Sonstige Mineralölprodukte,0.0,0.0
2025,Sonstige Steinkohlen,0.0,0.0
2025,Sonstige erneuerbare Energien,0.0,0.0
2025,Sonstige hergestellte Gase,0.0,0.0
2025,Speicherwasser,76523.0,75920.0
2025,Staub- und Trockenkohle,0.0,0.0
2025,Steinkohlen,3793675.0,3445511.0
2025,Steinkohlenbriketts,0.0,0.0
2025,Steinkohlenkoks,0.0,0.0
2025,Strom (Elektrokessel),0.0,0.0
2025,Wasserstoff,0.0,0.0
2025,Windkraft,0.0,0.0
2025,Wirbelschichtkohle,0.0,0.0
2025,Wärme,28089.0,27141.0
2025,Wärmepumpen (Erd- und Umweltwärme),0.0,0.0
